respondent_id,role_raw,role_other,role_raw_norm,role_other_norm,needs_harmonization,preliminary_category,final_category_appendix_j
RESP_21a267eecd,Philanthropic Organization,NA,philanthropic organization,NA,FALSE,Philanthropic Organization,Philanthropic Organization
RESP_21e9dfd860,Venture Capital Firm: Investment firms that provide capital to startups and small businesses.,NA,venture capital firm investment firms that provide capital to startups and small businesses,NA,FALSE,Venture Capital Firm,Venture Capital Firm
RESP_220e4fc6a1,Nonprofit Organization,NA,nonprofit organization,NA,FALSE,Nonprofit Organization,Nonprofit Organization
RESP_22b84f53a4,Private Equity Firm,NA,private equity firm,NA,FALSE,Private Equity Firm,Private Equity Firm
RESP_22fe3bf44c,Family Office: Private wealth management advisory firms serving ultra-high-net-worth individuals or families.,NA,family office private wealth management advisory firms serving ultra high net worth individuals or families,NA,FALSE,Family Office,Family Office
RESP_232093c95f,Academic or Research Institution,NA,academic or research institution,NA,FALSE,Academic or Research Institution,Academic or Research Institution
RESP_2344349042,Academic or Research Institution,NA,academic or research institution,NA,FALSE,Academic or Research Institution,Academic or Research Institution
RESP_234557d847,High Net-Worth Individual,NA,high net worth individual,NA,FALSE,High Net-Worth Individual,High Net-Worth Individual
RESP_23a8d5c132,High Net-Worth Individual,NA,high net worth individual,NA,FALSE,High Net-Worth Individual,High Net-Worth Individual
RESP_23d4f75cf5,Angel Investor,NA,angel investor,NA,FALSE,Angel Investor,Angel Investor
RESP_23e5b0a65a,Nonprofit Organization,NA,nonprofit organization,NA,FALSE,Nonprofit Organization,Nonprofit Organization
RESP_242a245475,Government Funding Agency,NA,government funding agency,NA,FALSE,Government Funding Agency,Government Funding Agency
RESP_2436918471,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_2489fa5ede,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_249a61128a,"ESG Investor: Investors focusing on environmental, social, and governance factors.",NA,esg investor investors focusing on environmental social and governance factors,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_252337ad4e,Government Funding Agency,NA,government funding agency,NA,FALSE,Government Funding Agency,Government Funding Agency
RESP_256d73d6cb,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_256e408f88,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_25866b0547,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_25dd62936e,Venture Capital Firm: Investment firms that provide capital to startups and small businesses.,NA,venture capital firm investment firms that provide capital to startups and small businesses,NA,FALSE,Venture Capital Firm,Venture Capital Firm
RESP_25f17de551,High Net-Worth Individual,NA,high net worth individual,NA,FALSE,High Net-Worth Individual,High Net-Worth Individual
RESP_2613b7bd3b,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_26f88cb39b,Angel Investor,NA,angel investor,NA,FALSE,Angel Investor,Angel Investor
RESP_27059ee0ac,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_27bf2d727c,Philanthropic Organization,NA,philanthropic organization,NA,FALSE,Philanthropic Organization,Philanthropic Organization
RESP_27ca13ea73,Venture Capital Firm: Investment firms that provide capital to startups and small businesses.,NA,venture capital firm investment firms that provide capital to startups and small businesses,NA,FALSE,Venture Capital Firm,Venture Capital Firm
RESP_27d09188a8,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_28170f611e,Academic or Research Institution,NA,academic or research institution,NA,FALSE,Academic or Research Institution,Academic or Research Institution
RESP_281bbd95d9,Limited Partner,NA,limited partner,NA,FALSE,Limited Partner,Limited Partner
RESP_286774a3a6,Corporate Venture Arm,NA,corporate venture arm,NA,FALSE,Corporate Venture Arm,Corporate Venture Arm
RESP_28ecd317f1,High Net-Worth Individual,NA,high net worth individual,NA,FALSE,High Net-Worth Individual,High Net-Worth Individual
RESP_28f57d8e76,Private Equity Firm,NA,private equity firm,NA,FALSE,Private Equity Firm,Private Equity Firm
RESP_28fdc46afa,Venture Capital Firm: Investment firms that provide capital to startups and small businesses.,NA,venture capital firm investment firms that provide capital to startups and small businesses,NA,FALSE,Venture Capital Firm,Venture Capital Firm
RESP_29509e3bb4,Private Equity Firm,NA,private equity firm,NA,FALSE,Private Equity Firm,Private Equity Firm
RESP_295f617c6e,Philanthropic Organization,NA,philanthropic organization,NA,FALSE,Philanthropic Organization,Philanthropic Organization
RESP_2962f32c51,Corporate Venture Arm,NA,corporate venture arm,NA,FALSE,Corporate Venture Arm,Corporate Venture Arm
RESP_298221f610,"ESG Investor: Investors focusing on environmental, social, and governance factors.",NA,esg investor investors focusing on environmental social and governance factors,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_29bf4c27c7,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_29cd79b1e6,Nonprofit Organization,NA,nonprofit organization,NA,FALSE,Nonprofit Organization,Nonprofit Organization
RESP_29d280fb4d,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_2a62b79bb9,Family Office: Private wealth management advisory firms serving ultra-high-net-worth individuals or families.,NA,family office private wealth management advisory firms serving ultra high net worth individuals or families,NA,FALSE,Family Office,Family Office
RESP_2a93c759c8,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_2aa029e2f5,High Net-Worth Individual,NA,high net worth individual,NA,FALSE,High Net-Worth Individual,High Net-Worth Individual
RESP_2ad5499284,"ESG Investor: Investors focusing on environmental, social, and governance factors.",NA,esg investor investors focusing on environmental social and governance factors,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_2be7b0dea4,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_2c050136c8,Venture Capital Firm: Investment firms that provide capital to startups and small businesses.,NA,venture capital firm investment firms that provide capital to startups and small businesses,NA,FALSE,Venture Capital Firm,Venture Capital Firm
RESP_2c5ccad07b,Nonprofit Organization,NA,nonprofit organization,NA,FALSE,Nonprofit Organization,Nonprofit Organization
RESP_2c89797342,"ESG Investor: Investors focusing on environmental, social, and governance factors.",NA,esg investor investors focusing on environmental social and governance factors,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_2cb8797f20,Private Equity Firm,NA,private equity firm,NA,FALSE,Private Equity Firm,Private Equity Firm
RESP_2cd9dc4adb,Family Office: Private wealth management advisory firms serving ultra-high-net-worth individuals or families.,NA,family office private wealth management advisory firms serving ultra high net worth individuals or families,NA,FALSE,Family Office,Family Office
RESP_2d8e380984,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_2e23c7df1d,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_2e9b0f22ee,Venture Capital Firm: Investment firms that provide capital to startups and small businesses.,NA,venture capital firm investment firms that provide capital to startups and small businesses,NA,FALSE,Venture Capital Firm,Venture Capital Firm
RESP_2ea277337e,Family Office: Private wealth management advisory firms serving ultra-high-net-worth individuals or families.,NA,family office private wealth management advisory firms serving ultra high net worth individuals or families,NA,FALSE,Family Office,Family Office
RESP_2ed7a09037,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_2ef946ebc7,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_300d77aa93,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_3079014ac7,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_30cf606aed,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_313fc61455,Government Funding Agency,NA,government funding agency,NA,FALSE,Government Funding Agency,Government Funding Agency
RESP_320a6e153b,Private Equity Firm,NA,private equity firm,NA,FALSE,Private Equity Firm,Private Equity Firm
RESP_3239e1e510,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_323cdadc17,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_3240d262ab,Angel Investor,NA,angel investor,NA,FALSE,Angel Investor,Angel Investor
RESP_32ad0a4dde,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_32b3932b40,High Net-Worth Individual,NA,high net worth individual,NA,FALSE,High Net-Worth Individual,High Net-Worth Individual
RESP_32cf529d90,Venture Capital Firm: Investment firms that provide capital to startups and small businesses.,NA,venture capital firm investment firms that provide capital to startups and small businesses,NA,FALSE,Venture Capital Firm,Venture Capital Firm
RESP_334b551f87,Academic or Research Institution,NA,academic or research institution,NA,FALSE,Academic or Research Institution,Academic or Research Institution
RESP_339b7b6a3e,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_33e5202c3b,Private Equity Firm,NA,private equity firm,NA,FALSE,Private Equity Firm,Private Equity Firm
RESP_33eb0455a2,High Net-Worth Individual,NA,high net worth individual,NA,FALSE,High Net-Worth Individual,High Net-Worth Individual
RESP_3461624408,Angel Investor,NA,angel investor,NA,FALSE,Angel Investor,Angel Investor
RESP_346479992a,Angel Investor,NA,angel investor,NA,FALSE,Angel Investor,Angel Investor
RESP_34963c22f4,Venture Capital Firm: Investment firms that provide capital to startups and small businesses.,NA,venture capital firm investment firms that provide capital to startups and small businesses,NA,FALSE,Venture Capital Firm,Venture Capital Firm
RESP_34b33bcfc5,High Net-Worth Individual,NA,high net worth individual,NA,FALSE,High Net-Worth Individual,High Net-Worth Individual
RESP_34b97ccbe9,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_34bc9240b0,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_34ddbefa6f,Limited Partner,NA,limited partner,NA,FALSE,Limited Partner,Limited Partner
RESP_34df850ee0,High Net-Worth Individual,NA,high net worth individual,NA,FALSE,High Net-Worth Individual,High Net-Worth Individual
RESP_3525477cd5,Family Office: Private wealth management advisory firms serving ultra-high-net-worth individuals or families.,NA,family office private wealth management advisory firms serving ultra high net worth individuals or families,NA,FALSE,Family Office,Family Office
RESP_3532b22604,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
